CustomerID,Age,ChurnStatus,Zscore_Genderdiff,Zscore_Age_rangediff,Zscore_MaritalStatusdiff,Zscore_IncomeLeveldiff,Gender_M,Age_range_20-30,Age_range_30-40,Age_range_40-50,Age_range_50-60,Age_range_60+,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_Low,IncomeLevel_Medium,Duration_Interation,Markov_Churn_prob,Complaint,Feedback,Inquiry,Resolved,Unresolved,Rolling_7D_Sum,Rolling_7D_0-200,Rolling_7D_200-400,Rolling_7D_400-600,Rolling_7D_600+,Rolling_7D_Books,Rolling_7D_Clothing,Rolling_7D_Electronics,Rolling_7D_Furniture,Rolling_7D_Groceries,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210+,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_310,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_360,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440+,Rolling_7D_Books_bined_Rolling_7D_Books_220+,Rolling_7D_Books_bined_Rolling_7D_Books_80,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_280,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_320,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_380,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_410+,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_80,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_150+,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_40,LoginFrequency,DaysSinceLastLogin,LoginFrequency_Ratio,ServiceUsage_Online Banking,ServiceUsage_Website,LoginCategory_Medium,LoginCategory_High,LoginCategory_VeryHigh
164,58,1,-23.096539171392866,20.95184062015504,-14.640432432432394,33.05130105401849,False,False,False,False,True,False,False,False,True,True,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,36,0.04081632653061224,False,True,False,False,False
165,31,0,-23.096539171392866,-19.06215384615383,-14.640432432432394,-9.421697848511641,False,False,True,False,False,False,False,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,305,0.9591836734693877,False,False,False,False,True
166,48,0,-23.096539171392866,6.257337086092729,-14.640432432432394,33.05130105401849,False,False,False,True,False,False,False,False,True,True,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,150,0.9795918367346939,True,False,False,False,True
167,42,0,-23.096539171392866,6.257337086092729,0.8601143009037884,33.05130105401849,False,False,False,True,False,False,False,True,False,True,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,152.24,True,False,False,False,143.19,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,303,0.8163265306122449,False,True,False,True,False
168,20,1,21.89879621763757,2.2382000000000004,38.16131641791046,33.05130105401849,True,False,False,False,False,False,True,False,False,True,False,145.0,0.25518101723751463,2.0,0.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,124,0.6530612244897959,False,True,False,True,False
169,21,0,-23.096539171392866,-17.03300532544377,-14.640432432432394,-27.049698105218543,False,True,False,False,False,False,False,False,True,False,False,0.0,0.19321674463828992,0.0,0.0,1.0,0.0,1.0,85.25,True,False,False,False,0.0,0.0,0.0,20.04,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,196,0.7959183673469388,False,False,False,True,False
170,48,1,21.89879621763757,6.257337086092729,-30.394572535514392,33.05130105401849,True,False,False,True,False,False,False,False,False,True,False,0.0,0.19321674463828992,0.0,0.0,1.0,0.0,1.0,173.08,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,80,0.42857142857142855,False,True,True,False,False
171,52,0,-23.096539171392866,20.95184062015504,0.8601143009037884,-27.049698105218543,False,False,False,False,True,False,False,True,False,False,False,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,262.49,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,241,0.16326530612244897,False,False,False,False,False
172,61,0,21.89879621763757,3.071478260869576,38.16131641791046,-9.421697848511641,True,False,False,False,False,True,True,False,False,False,True,156.0,0.1929924212342249,1.0,0.0,1.0,1.0,1.0,184.38,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,19,0.5102040816326531,False,True,True,False,False
173,31,0,-23.096539171392866,-19.06215384615383,38.16131641791046,33.05130105401849,False,False,True,False,False,False,True,False,False,True,False,0.0,0.1929924212342249,0.0,0.0,1.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,70,0.8367346938775511,False,False,False,True,False
174,66,1,-23.096539171392866,3.071478260869576,38.16131641791046,-9.421697848511641,False,False,False,False,False,True,True,False,False,False,True,0.0,0.25518101723751463,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,297,0.7346938775510204,False,False,False,True,False
175,58,0,21.89879621763757,20.95184062015504,38.16131641791046,-9.421697848511641,True,False,False,False,True,False,True,False,False,False,True,55.0,0.19321674463828992,0.0,0.0,2.0,1.0,1.0,350.04,False,True,False,False,0.0,0.0,350.04,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,34,0.08163265306122448,False,True,False,False,False
176,26,1,-23.096539171392866,-17.03300532544377,0.8601143009037884,-27.049698105218543,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,99,0.30612244897959184,False,True,False,False,False
177,37,0,-23.096539171392866,-19.06215384615383,-30.394572535514392,-9.421697848511641,False,False,True,False,False,False,False,False,False,False,True,0.0,0.19321674463828992,0.0,0.0,1.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,301,0.5714285714285714,False,True,False,True,False
178,49,0,-23.096539171392866,6.257337086092729,38.16131641791046,-27.049698105218543,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,239,0.40816326530612246,False,True,True,False,False
179,26,0,-23.096539171392866,-17.03300532544377,0.8601143009037884,-27.049698105218543,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,116,0.7755102040816326,False,True,False,True,False
180,44,0,-23.096539171392866,6.257337086092729,0.8601143009037884,-9.421697848511641,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.42,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,335,0.12244897959183673,True,False,False,False,False
181,20,0,-23.096539171392866,2.2382000000000004,-30.394572535514392,-9.421697848511641,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,253,0.6122448979591837,False,False,False,True,False
182,21,0,-23.096539171392866,-17.03300532544377,0.8601143009037884,-9.421697848511641,False,True,False,False,False,False,False,True,False,False,True,87.0,0.1929924212342249,0.0,0.0,2.0,2.0,0.0,90.94,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,202,0.6530612244897959,True,False,False,True,False
183,62,1,-23.096539171392866,3.071478260869576,0.8601143009037884,-27.049698105218543,False,False,False,False,False,True,False,True,False,False,False,0.0,0.1929924212342249,0.0,0.0,1.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,254,1.0,True,False,False,False,True
184,32,0,21.89879621763757,-19.06215384615383,-14.640432432432394,-27.049698105218543,True,False,True,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,261,0.8367346938775511,True,False,False,True,False
185,50,0,-23.096539171392866,6.257337086092729,-14.640432432432394,-9.421697848511641,False,False,False,True,False,False,False,False,True,False,True,191.0,0.1975286889605726,1.0,0.0,1.0,2.0,0.0,7.21,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,69,0.08163265306122448,True,False,False,False,False
186,22,0,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,74,0.7142857142857143,False,False,False,True,False
187,21,0,-23.096539171392866,-17.03300532544377,-14.640432432432394,-9.421697848511641,False,True,False,False,False,False,False,False,True,False,True,88.0,0.1975286889605726,1.0,1.0,0.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,356,0.6122448979591837,False,False,False,True,False
188,63,0,21.89879621763757,3.071478260869576,0.8601143009037884,-27.049698105218543,True,False,False,False,False,True,False,True,False,False,False,252.0,0.22918367830826233,0.0,1.0,1.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,277,1.0,False,False,False,False,True
189,29,0,21.89879621763757,-17.03300532544377,0.8601143009037884,-27.049698105218543,True,True,False,False,False,False,False,True,False,False,False,166.0,0.19321674463828992,0.0,1.0,1.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,193,0.8367346938775511,False,False,False,True,False
190,40,1,21.89879621763757,-19.06215384615383,-30.394572535514392,33.05130105401849,True,False,True,False,False,False,False,False,False,True,False,0.0,0.19321674463828992,0.0,0.0,1.0,0.0,1.0,399.7,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,274,0.4489795918367347,False,True,True,False,False
191,31,0,-23.096539171392866,-19.06215384615383,0.8601143009037884,33.05130105401849,False,False,True,False,False,False,False,True,False,True,False,70.0,0.19321674463828992,0.0,1.0,1.0,1.0,1.0,317.56,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,319,0.04081632653061224,False,True,False,False,False
192,63,0,-23.096539171392866,3.071478260869576,-30.394572535514392,-9.421697848511641,False,False,False,False,False,True,False,False,False,False,True,236.0,0.25518101723751463,1.0,1.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,177,0.24489795918367346,False,True,False,False,False
193,29,0,21.89879621763757,-17.03300532544377,-14.640432432432394,33.05130105401849,True,True,False,False,False,False,False,False,True,True,False,11.0,0.19321674463828992,0.0,1.0,1.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,234,0.6938775510204082,False,True,False,True,False
194,34,0,-23.096539171392866,-19.06215384615383,-14.640432432432394,-27.049698105218543,False,False,True,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,69,0.6938775510204082,False,True,False,True,False
195,42,0,-23.096539171392866,6.257337086092729,38.16131641791046,-9.421697848511641,False,False,False,True,False,False,True,False,False,False,True,22.0,0.19321674463828992,0.0,1.0,1.0,1.0,1.0,267.77,False,True,False,False,0.0,0.0,267.77,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,14,299,0.2857142857142857,False,True,False,False,False
196,47,0,21.89879621763757,6.257337086092729,-14.640432432432394,33.05130105401849,True,False,False,True,False,False,False,False,True,True,False,91.0,0.19321674463828992,1.0,0.0,1.0,0.0,2.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,343,0.7959183673469388,False,True,False,True,False
197,39,1,-23.096539171392866,-19.06215384615383,38.16131641791046,-9.421697848511641,False,False,True,False,False,False,True,False,False,False,True,122.0,0.19321674463828992,1.0,0.0,1.0,1.0,1.0,304.64,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,290,0.7959183673469388,True,False,False,True,False
198,64,0,21.89879621763757,3.071478260869576,38.16131641791046,-9.421697848511641,True,False,False,False,False,True,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.88,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,193,0.9183673469387755,True,False,False,True,False
199,43,0,21.89879621763757,6.257337086092729,38.16131641791046,-27.049698105218543,True,False,False,True,False,False,True,False,False,False,False,229.0,0.22918367830826233,1.0,1.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,357,0.12244897959183673,False,True,False,False,False
200,34,0,-23.096539171392866,-19.06215384615383,0.8601143009037884,33.05130105401849,False,False,True,False,False,False,False,True,False,True,False,219.0,0.1929924212342249,1.0,0.0,1.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,324,0.16326530612244897,True,False,False,False,False
201,37,1,21.89879621763757,-19.06215384615383,38.16131641791046,-27.049698105218543,True,False,True,False,False,False,True,False,False,False,False,148.0,0.209352755963068,0.0,1.0,1.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,139,0.5510204081632653,True,False,False,True,False
202,51,0,-23.096539171392866,20.95184062015504,-14.640432432432394,-9.421697848511641,False,False,False,False,True,False,False,False,True,False,True,57.0,0.22918367830826233,0.0,1.0,1.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,299,0.24489795918367346,False,False,False,False,False
203,58,0,-23.096539171392866,20.95184062015504,-30.394572535514392,-9.421697848511641,False,False,False,False,True,False,False,False,False,False,True,36.0,0.1975286889605726,2.0,0.0,0.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,259,0.42857142857142855,False,True,True,False,False
204,50,0,-23.096539171392866,6.257337086092729,-14.640432432432394,-9.421697848511641,False,False,False,True,False,False,False,False,True,False,True,100.0,0.22918367830826233,0.0,2.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,237,0.7755102040816326,True,False,False,True,False
205,54,0,-23.096539171392866,20.95184062015504,-30.394572535514392,33.05130105401849,False,False,False,False,True,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,338,0.08163265306122448,False,False,False,False,False
206,24,0,21.89879621763757,-17.03300532544377,-14.640432432432394,-27.049698105218543,True,True,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,34,0.5102040816326531,False,False,True,False,False
207,39,0,-23.096539171392866,-19.06215384615383,-30.394572535514392,-27.049698105218543,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.84,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43,278,0.8775510204081632,False,True,False,True,False
208,49,0,-23.096539171392866,6.257337086092729,-14.640432432432394,33.05130105401849,False,False,False,True,False,False,False,False,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,211,0.4897959183673469,True,False,True,False,False
209,31,0,-23.096539171392866,-19.06215384615383,-30.394572535514392,-27.049698105218543,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,80,0.24489795918367346,False,False,False,False,False
210,25,0,21.89879621763757,-17.03300532544377,38.16131641791046,-27.049698105218543,True,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,160,0.5918367346938775,True,False,False,True,False
211,42,0,21.89879621763757,6.257337086092729,-30.394572535514392,-9.421697848511641,True,False,False,True,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.11,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,303,0.7142857142857143,True,False,False,True,False
212,33,0,-23.096539171392866,-19.06215384615383,38.16131641791046,-9.421697848511641,False,False,True,False,False,False,True,False,False,False,True,0.0,0.22918367830826233,0.0,1.0,0.0,1.0,0.0,415.77,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,200,0.7551020408163265,False,True,False,True,False
213,59,1,-23.096539171392866,20.95184062015504,-14.640432432432394,-9.421697848511641,False,False,False,False,True,False,False,False,True,False,True,0.0,0.1975286889605726,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,311,0.6122448979591837,False,True,False,True,False
214,36,0,-23.096539171392866,-19.06215384615383,-30.394572535514392,33.05130105401849,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,59,0.8367346938775511,True,False,False,True,False
215,58,0,-23.096539171392866,20.95184062015504,-30.394572535514392,-9.421697848511641,False,False,False,False,True,False,False,False,False,False,True,31.0,0.19321674463828992,1.0,0.0,1.0,0.0,2.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,54,0.8571428571428571,True,False,False,True,False
216,33,0,-23.096539171392866,-19.06215384615383,-14.640432432432394,-27.049698105218543,False,False,True,False,False,False,False,False,True,False,False,84.0,0.22918367830826233,0.0,2.0,0.0,2.0,0.0,440.74,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,116,0.7142857142857143,False,False,False,True,False
217,29,1,21.89879621763757,-17.03300532544377,38.16131641791046,33.05130105401849,True,True,False,False,False,False,True,False,False,True,False,0.0,0.209352755963068,0.0,1.0,0.0,0.0,1.0,360.24,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,139,0.02040816326530612,True,False,False,False,False
218,56,0,-23.096539171392866,20.95184062015504,38.16131641791046,-27.049698105218543,False,False,False,False,True,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,202,0.8163265306122449,False,False,False,True,False
219,65,0,21.89879621763757,3.071478260869576,0.8601143009037884,33.05130105401849,True,False,False,False,False,True,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.53,False,False,True,False,0.0,0.0,0.0,427.53,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26,166,0.5306122448979592,True,False,False,True,False
220,47,0,21.89879621763757,6.257337086092729,0.8601143009037884,-27.049698105218543,True,False,False,True,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,49,0.7142857142857143,True,False,False,True,False
221,19,1,-23.096539171392866,2.2382000000000004,0.8601143009037884,33.05130105401849,False,False,False,False,False,False,False,True,False,True,False,0.0,0.1975286889605726,1.0,0.0,0.0,1.0,0.0,394.23,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,198,0.8571428571428571,False,False,False,True,False
222,49,0,21.89879621763757,6.257337086092729,-30.394572535514392,-27.049698105218543,True,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.87,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,211,0.14285714285714285,False,True,False,False,False
223,62,0,-23.096539171392866,3.071478260869576,-30.394572535514392,-9.421697848511641,False,False,False,False,False,True,False,False,False,False,True,0.0,0.1929924212342249,0.0,0.0,1.0,1.0,0.0,295.93,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,162,0.08163265306122448,True,False,False,False,False
224,42,0,21.89879621763757,6.257337086092729,-30.394572535514392,33.05130105401849,True,False,False,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.95,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,229,0.10204081632653061,False,True,False,False,False
225,42,0,21.89879621763757,6.257337086092729,-14.640432432432394,-27.049698105218543,True,False,False,True,False,False,False,False,True,False,False,117.0,0.22918367830826233,0.0,2.0,0.0,1.0,1.0,453.23,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,169,0.7959183673469388,True,False,False,True,False
226,21,0,-23.096539171392866,-17.03300532544377,0.8601143009037884,-27.049698105218543,False,True,False,False,False,False,False,True,False,False,False,0.0,0.209352755963068,0.0,1.0,0.0,0.0,1.0,334.23,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,296,0.22448979591836735,False,False,False,False,False
227,36,1,21.89879621763757,-19.06215384615383,-14.640432432432394,-27.049698105218543,True,False,True,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,53,0.30612244897959184,True,False,False,False,False
228,65,0,-23.096539171392866,3.071478260869576,0.8601143009037884,-27.049698105218543,False,False,False,False,False,True,False,True,False,False,False,24.0,0.19321674463828992,0.0,1.0,1.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,76,0.6530612244897959,False,True,False,True,False
229,21,0,-23.096539171392866,-17.03300532544377,0.8601143009037884,-9.421697848511641,False,True,False,False,False,False,False,True,False,False,True,0.0,0.19321674463828992,0.0,0.0,1.0,0.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,8,0.7551020408163265,False,True,False,True,False
230,60,1,-23.096539171392866,20.95184062015504,-30.394572535514392,-9.421697848511641,False,False,False,False,True,False,False,False,False,False,True,210.0,0.25518101723751463,2.0,0.0,0.0,1.0,1.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,118,0.1836734693877551,True,False,False,False,False
231,30,1,-23.096539171392866,-17.03300532544377,38.16131641791046,33.05130105401849,False,True,False,False,False,False,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,314,0.9591836734693877,True,False,False,False,True
232,56,0,-23.096539171392866,20.95184062015504,0.8601143009037884,33.05130105401849,False,False,False,False,True,False,False,True,False,True,False,253.0,0.209352755963068,0.0,2.0,0.0,0.0,2.0,217.36,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,114,0.6530612244897959,True,False,False,True,False
233,53,0,-23.096539171392866,20.95184062015504,38.16131641791046,-27.049698105218543,False,False,False,False,True,False,True,False,False,False,False,19.0,0.1929924212342249,0.0,0.0,2.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,104,0.673469387755102,False,True,False,True,False
234,40,1,21.89879621763757,-19.06215384615383,-14.640432432432394,33.05130105401849,True,False,True,False,False,False,False,False,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.18,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,195,0.46938775510204084,True,False,True,False,False
235,23,0,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,True,True,False,False,False,False,False,False,False,False,False,137.0,0.209352755963068,0.0,2.0,0.0,0.0,2.0,279.74,False,True,False,False,0.0,0.0,279.74,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15,3,0.30612244897959184,False,False,False,False,False
236,41,1,-23.096539171392866,6.257337086092729,0.8601143009037884,33.05130105401849,False,False,False,True,False,False,False,True,False,True,False,181.0,0.1975286889605726,1.0,1.0,0.0,2.0,0.0,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,97,0.6122448979591837,True,False,False,True,False
