CustomerID,Age,ChurnStatus,Zscore_Genderdiff,Zscore_Age_rangediff,Zscore_MaritalStatusdiff,Zscore_IncomeLeveldiff,Duration_Interation,Markov_Churn_prob,Gender_M,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_Low,IncomeLevel_Medium,Age_range_20-30,Age_range_30-40,Age_range_40-50,Age_range_50-60,Age_range_60+,Rolling_7D_Sum,Rolling_7D_0-200,Rolling_7D_200-400,Rolling_7D_400-600,Rolling_7D_600+,Rolling_7D_Books,Rolling_7D_Clothing,Rolling_7D_Electronics,Rolling_7D_Furniture,Rolling_7D_Groceries,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210,Rolling_7D_Furniture_bined_Rolling_7D_Furniture_210+,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_310,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_360,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440,Rolling_7D_Electronics_bined_Rolling_7D_Electronics_440+,Rolling_7D_Books_bined_Rolling_7D_Books_220+,Rolling_7D_Books_bined_Rolling_7D_Books_80,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_280,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_320,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_380,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_410+,Rolling_7D_Groceries_bined_Rolling_7D_Groceries_80,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_150+,Rolling_7D_Clothing_bined_Rolling_7D_Clothing_40,LoginFrequency,DaysSinceLastLogin,LoginFrequency_Ratio,ServiceUsage_Online Banking,ServiceUsage_Website,LoginCategory_Medium,LoginCategory_High,LoginCategory_VeryHigh
507,51,1,21.89879621763757,20.95184062015504,0.8601143009037884,-27.049698105218543,69.0,0.1929924212342249,True,False,True,False,False,False,False,False,False,True,False,490.44,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,77,0.5102040816326531,True,False,True,False,False
508,61,0,-23.096539171392862,3.071478260869576,-30.394572535514392,33.05130105401849,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,71,0.673469387755102,True,False,False,True,False
509,21,1,-23.096539171392862,-17.03300532544377,38.16131641791046,-9.42169784851164,0.0,0.1932167446382899,False,True,False,False,False,True,True,False,False,False,False,91.6,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,145,0.4489795918367347,False,True,True,False,False
510,30,1,21.89879621763757,-17.03300532544377,0.8601143009037884,-9.42169784851164,0.0,0.2551810172375146,True,False,True,False,False,True,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31,180,0.6326530612244898,False,False,False,True,False
511,54,1,21.89879621763757,20.95184062015504,-30.394572535514392,-27.049698105218543,0.0,0.1975286889605726,True,False,False,False,False,False,False,False,False,True,False,357.02,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,322,0.3877551020408163,True,False,True,False,False
512,19,0,-23.096539171392862,2.2382000000000004,0.8601143009037884,-27.049698105218543,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,151,0.979591836734694,False,False,False,False,True
513,67,0,-23.096539171392862,3.071478260869576,38.16131641791046,-27.049698105218543,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,196,0.3673469387755102,True,False,True,False,False
514,18,0,-23.096539171392862,2.2382000000000004,38.16131641791046,-9.42169784851164,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,161,0.0204081632653061,False,False,False,False,False
515,57,0,-23.096539171392862,20.95184062015504,-30.394572535514392,33.05130105401849,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,64.38,True,False,False,False,0.0,64.38,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,359,0.3877551020408163,True,False,True,False,False
516,42,1,-23.096539171392862,6.257337086092729,-30.394572535514392,33.05130105401849,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,3,0.2857142857142857,False,False,False,False,False
517,54,0,-23.096539171392862,20.95184062015504,-30.394572535514392,33.05130105401849,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,354,0.2244897959183673,True,False,False,False,False
518,53,1,-23.096539171392862,20.95184062015504,-30.394572535514392,-27.049698105218543,7.0,0.209352755963068,False,False,False,False,False,False,False,False,False,True,False,438.12,False,False,True,False,438.12,0.0,0.0,0.0,411.89,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,8,97,0.1632653061224489,False,False,False,False,False
519,23,0,-23.096539171392862,-17.03300532544377,-30.394572535514392,33.05130105401849,39.0,0.2551810172375146,False,False,False,False,True,False,True,False,False,False,False,66.03,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,205,0.3673469387755102,False,False,True,False,False
520,24,0,21.89879621763757,-17.03300532544377,38.16131641791046,-27.049698105218543,84.0,0.1929924212342249,True,True,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,168,0.1836734693877551,False,False,False,False,False
521,21,1,-23.096539171392862,-17.03300532544377,-14.640432432432394,-9.42169784851164,107.0,0.2551810172375146,False,False,False,True,False,True,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43,325,0.8775510204081632,False,True,False,True,False
522,52,0,21.89879621763757,20.95184062015504,-30.394572535514392,33.05130105401849,8.0,0.209352755963068,True,False,False,False,True,False,False,False,False,True,False,101.97,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,107,0.5714285714285714,False,True,False,True,False
523,58,0,21.89879621763757,20.95184062015504,-14.640432432432394,-27.049698105218543,0.0,0.0,True,False,False,True,False,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,131,0.2244897959183673,False,False,False,False,False
524,51,0,-23.096539171392862,20.95184062015504,-30.394572535514392,33.05130105401849,0.0,0.209352755963068,False,False,False,False,True,False,False,False,False,True,False,428.82,False,False,True,False,0.0,0.0,0.0,428.82,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,49,62,1.0,True,False,False,False,True
525,46,0,-23.096539171392862,6.257337086092729,-30.394572535514392,-9.42169784851164,0.0,0.1932167446382899,False,False,False,False,False,True,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,24,0.8367346938775511,False,True,False,True,False
526,22,0,21.89879621763757,-17.03300532544377,-30.394572535514392,33.05130105401849,0.0,0.2291836783082623,True,False,False,False,True,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,320,0.6122448979591837,True,False,False,True,False
527,44,0,21.89879621763757,6.257337086092729,38.16131641791046,33.05130105401849,0.0,0.0,True,True,False,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,3,0.8979591836734694,True,False,False,True,False
528,50,0,-23.096539171392862,6.257337086092729,-14.640432432432394,-9.42169784851164,0.0,0.2291836783082623,False,False,False,True,False,True,False,False,True,False,False,276.34,False,True,False,False,0.0,0.0,276.34,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27,229,0.5510204081632653,True,False,False,True,False
529,63,0,-23.096539171392862,3.071478260869576,38.16131641791046,-27.049698105218543,0.0,0.209352755963068,False,True,False,False,False,False,False,False,False,False,True,167.45,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,227,0.5306122448979592,True,False,False,True,False
530,69,1,-23.096539171392862,3.071478260869576,0.8601143009037884,-27.049698105218543,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,405.02,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,25,1.0,False,False,False,False,True
531,27,1,-23.096539171392862,-17.03300532544377,-30.394572535514392,-27.049698105218543,0.0,0.2551810172375146,False,False,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,52,0.2448979591836734,True,False,False,False,False
532,23,0,21.89879621763757,-17.03300532544377,-30.394572535514392,33.05130105401849,192.0,0.2291836783082623,True,False,False,False,True,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,70,0.7755102040816326,False,True,False,True,False
533,51,0,21.89879621763757,20.95184062015504,-14.640432432432394,33.05130105401849,0.0,0.209352755963068,True,False,False,True,True,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,63,0.5510204081632653,False,False,False,True,False
534,25,0,21.89879621763757,-17.03300532544377,38.16131641791046,-27.049698105218543,54.0,0.1932167446382899,True,True,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,137,0.7551020408163265,False,False,False,True,False
535,48,0,21.89879621763757,6.257337086092729,38.16131641791046,-27.049698105218543,0.0,0.0,True,True,False,False,False,False,False,False,True,False,False,303.98,False,True,False,False,303.98,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,17,188,0.3469387755102041,False,False,True,False,False
536,26,0,21.89879621763757,-17.03300532544377,38.16131641791046,33.05130105401849,0.0,0.209352755963068,True,True,False,False,True,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,51,0.9387755102040816,False,False,False,False,True
537,38,1,21.89879621763757,-19.06215384615383,-30.394572535514392,-27.049698105218543,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,218,0.1836734693877551,True,False,False,False,False
538,25,0,21.89879621763757,-17.03300532544377,-14.640432432432394,-27.049698105218543,315.0,0.209352755963068,True,False,False,True,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,201,0.1224489795918367,True,False,False,False,False
539,21,0,-23.096539171392862,-17.03300532544377,0.8601143009037884,33.05130105401849,46.0,0.209352755963068,False,False,True,False,True,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,100,0.2653061224489796,False,False,False,False,False
540,39,0,-23.096539171392862,-19.06215384615383,0.8601143009037884,-9.42169784851164,0.0,0.209352755963068,False,False,True,False,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,348,0.1224489795918367,True,False,False,False,False
541,45,0,-23.096539171392862,6.257337086092729,38.16131641791046,33.05130105401849,244.0,0.2551810172375146,False,True,False,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,100,0.7755102040816326,False,False,False,True,False
542,62,0,-23.096539171392862,3.071478260869576,-14.640432432432394,-27.049698105218543,0.0,0.0,False,False,False,True,False,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,177,0.0816326530612244,False,False,False,False,False
543,21,1,21.89879621763757,-17.03300532544377,38.16131641791046,-27.049698105218543,0.0,0.2551810172375146,True,True,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,128,0.3265306122448979,True,False,True,False,False
544,56,0,21.89879621763757,20.95184062015504,38.16131641791046,-9.42169784851164,0.0,0.2551810172375146,True,True,False,False,False,True,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,313,0.7346938775510204,False,True,False,True,False
545,38,1,-23.096539171392862,-19.06215384615383,38.16131641791046,-9.42169784851164,26.0,0.1975286889605726,False,True,False,False,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43,84,0.8775510204081632,False,True,False,True,False
546,25,0,21.89879621763757,-17.03300532544377,0.8601143009037884,33.05130105401849,16.0,0.1975286889605726,True,False,True,False,True,False,True,False,False,False,False,426.34,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,324,0.2857142857142857,True,False,False,False,False
547,37,0,21.89879621763757,-19.06215384615383,0.8601143009037884,-9.42169784851164,0.0,0.0,True,False,True,False,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,343,0.5918367346938775,False,True,False,True,False
548,49,0,21.89879621763757,6.257337086092729,38.16131641791046,-27.049698105218543,0.0,0.0,True,True,False,False,False,False,False,False,True,False,False,384.59,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,32,0.4897959183673469,False,True,True,False,False
549,18,0,21.89879621763757,2.2382000000000004,-14.640432432432394,-27.049698105218543,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,120,0.7959183673469388,False,False,False,True,False
550,23,0,-23.096539171392862,-17.03300532544377,0.8601143009037884,-27.049698105218543,18.0,0.2551810172375146,False,False,True,False,False,False,True,False,False,False,False,41.24,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,1,0.7959183673469388,True,False,False,True,False
551,45,0,-23.096539171392862,6.257337086092729,38.16131641791046,-27.049698105218543,178.0,0.209352755963068,False,True,False,False,False,False,False,False,True,False,False,431.48,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,362,0.9183673469387756,False,False,False,True,False
552,61,0,-23.096539171392862,3.071478260869576,0.8601143009037884,-9.42169784851164,0.0,0.0,False,False,True,False,False,True,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,329,0.5102040816326531,False,True,True,False,False
553,48,0,-23.096539171392862,6.257337086092729,-30.394572535514392,-27.049698105218543,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,70.02,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,37,0.9387755102040816,False,True,False,False,True
554,27,0,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,0.0,0.2291836783082623,True,False,False,False,False,False,True,False,False,False,False,227.3,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,97,0.9387755102040816,False,False,False,False,True
555,37,0,-23.096539171392862,-19.06215384615383,0.8601143009037884,-27.049698105218543,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,52,0.0612244897959183,False,True,False,False,False
556,25,0,21.89879621763757,-17.03300532544377,38.16131641791046,33.05130105401849,0.0,0.2291836783082623,True,True,False,False,True,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,325,0.8571428571428571,True,False,False,True,False
557,39,0,-23.096539171392862,-19.06215384615383,0.8601143009037884,33.05130105401849,224.0,0.2291836783082623,False,False,True,False,True,False,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,29,0.5510204081632653,True,False,False,True,False
558,55,0,21.89879621763757,20.95184062015504,-14.640432432432394,-27.049698105218543,0.0,0.0,True,False,False,True,False,False,False,False,False,True,False,451.1,False,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,68,0.2448979591836734,True,False,False,False,False
559,46,0,-23.096539171392862,6.257337086092729,38.16131641791046,-9.42169784851164,0.0,0.2551810172375146,False,True,False,False,False,True,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43,138,0.8775510204081632,False,True,False,True,False
560,26,1,21.89879621763757,-17.03300532544377,38.16131641791046,-9.42169784851164,0.0,0.0,True,True,False,False,False,True,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,11,0.0408163265306122,False,False,False,False,False
561,61,0,21.89879621763757,3.071478260869576,38.16131641791046,33.05130105401849,0.0,0.2291836783082623,True,True,False,False,True,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,70,0.7755102040816326,True,False,False,True,False
562,64,1,21.89879621763757,3.071478260869576,38.16131641791046,33.05130105401849,0.0,0.0,True,True,False,False,True,False,False,False,False,False,True,277.2,False,True,False,False,277.2,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,26,232,0.5306122448979592,True,False,False,True,False
563,18,0,21.89879621763757,2.2382000000000004,-14.640432432432394,-9.42169784851164,0.0,0.0,True,False,False,True,False,True,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,202,0.5918367346938775,False,False,False,True,False
564,58,0,21.89879621763757,20.95184062015504,0.8601143009037884,33.05130105401849,0.0,0.0,True,False,True,False,True,False,False,False,False,True,False,172.34,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,208,0.9183673469387756,True,False,False,True,False
565,69,1,21.89879621763757,3.071478260869576,0.8601143009037884,33.05130105401849,147.0,0.1929924212342249,True,False,True,False,True,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,253,0.6122448979591837,False,True,False,True,False
566,56,0,21.89879621763757,20.95184062015504,-30.394572535514392,-27.049698105218543,0.0,0.0,True,False,False,False,False,False,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,199,0.7755102040816326,True,False,False,True,False
567,43,0,21.89879621763757,6.257337086092729,38.16131641791046,-9.42169784851164,0.0,0.0,True,True,False,False,False,True,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,34,0.8367346938775511,True,False,False,True,False
568,28,0,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,0.0,0.2291836783082623,True,False,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,137,0.6530612244897959,True,False,False,True,False
569,69,0,-23.096539171392862,3.071478260869576,-14.640432432432394,33.05130105401849,0.0,0.1975286889605726,False,False,False,True,True,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,39,0.7755102040816326,True,False,False,True,False
570,52,0,-23.096539171392862,20.95184062015504,0.8601143009037884,33.05130105401849,67.0,0.209352755963068,False,False,True,False,True,False,False,False,False,True,False,449.01,False,False,True,False,0.0,0.0,0.0,0.0,449.01,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21,149,0.4285714285714285,False,False,True,False,False
571,41,0,-23.096539171392862,6.257337086092729,0.8601143009037884,33.05130105401849,0.0,0.209352755963068,False,False,True,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,250,0.1632653061224489,False,True,False,False,False
572,50,0,-23.096539171392862,6.257337086092729,38.16131641791046,33.05130105401849,0.0,0.0,False,True,False,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,339,0.1224489795918367,False,True,False,False,False
573,37,0,-23.096539171392862,-19.06215384615383,0.8601143009037884,-9.42169784851164,0.0,0.0,False,False,True,False,False,True,False,True,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,342,0.0816326530612244,False,True,False,False,False
574,44,1,21.89879621763757,6.257337086092729,-14.640432432432394,-9.42169784851164,0.0,0.2291836783082623,True,False,False,True,False,True,False,False,True,False,False,343.32,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,274,0.3469387755102041,False,False,True,False,False
575,32,0,-23.096539171392862,-19.06215384615383,-14.640432432432394,-9.42169784851164,39.0,0.1929924212342249,False,False,False,True,False,True,False,True,False,False,False,225.33,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,174,0.4285714285714285,False,False,True,False,False
576,50,1,-23.096539171392862,6.257337086092729,38.16131641791046,-9.42169784851164,86.0,0.209352755963068,False,True,False,False,False,True,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,10,0.0816326530612244,False,True,False,False,False
577,69,1,21.89879621763757,3.071478260869576,-30.394572535514392,-27.049698105218543,0.0,0.209352755963068,True,False,False,False,False,False,False,False,False,False,True,395.48,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,250,0.7142857142857143,False,True,False,True,False
578,24,0,-23.096539171392862,-17.03300532544377,38.16131641791046,-27.049698105218543,0.0,0.1975286889605726,False,True,False,False,False,False,True,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,252,0.6122448979591837,False,False,False,True,False
579,51,1,-23.096539171392862,20.95184062015504,-14.640432432432394,-27.049698105218543,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,352.54,False,True,False,False,0.0,0.0,0.0,352.54,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27,222,0.5510204081632653,True,False,False,True,False
580,62,0,21.89879621763757,3.071478260869576,0.8601143009037884,33.05130105401849,167.0,0.1975286889605726,True,False,True,False,True,False,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,30,0.2448979591836734,False,True,False,False,False
581,68,0,-23.096539171392862,3.071478260869576,0.8601143009037884,-9.42169784851164,0.0,0.2551810172375146,False,False,True,False,False,True,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,281,0.979591836734694,False,False,False,False,True
582,63,0,-23.096539171392862,3.071478260869576,0.8601143009037884,-9.42169784851164,0.0,0.0,False,False,True,False,False,True,False,False,False,False,True,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,74,0.4081632653061224,True,False,True,False,False
583,59,0,21.89879621763757,20.95184062015504,-14.640432432432394,-9.42169784851164,0.0,0.0,True,False,False,True,False,True,False,False,False,True,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,319,0.8163265306122449,True,False,False,True,False
584,22,0,21.89879621763757,-17.03300532544377,-30.394572535514392,-27.049698105218543,87.0,0.2551810172375146,True,False,False,False,False,False,True,False,False,False,False,281.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,54,0.8979591836734694,True,False,False,True,False
585,47,0,21.89879621763757,6.257337086092729,38.16131641791046,33.05130105401849,81.0,0.1929924212342249,True,True,False,False,True,False,False,False,True,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,267,0.8367346938775511,True,False,False,True,False
586,45,1,21.89879621763757,6.257337086092729,-30.394572535514392,33.05130105401849,0.0,0.209352755963068,True,False,False,False,True,False,False,False,True,False,False,248.9,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,47,0.673469387755102,True,False,False,True,False
587,35,0,-23.096539171392862,-19.06215384615383,0.8601143009037884,33.05130105401849,0.0,0.1929924212342249,False,False,True,False,True,False,False,True,False,False,False,231.03,False,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,274,0.2040816326530612,False,True,False,False,False
588,53,1,-23.096539171392862,20.95184062015504,38.16131641791046,-27.049698105218543,126.0,0.1932167446382899,False,True,False,False,False,False,False,False,False,True,False,49.07,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,40,0.1020408163265306,False,False,False,False,False
589,20,1,-23.096539171392862,2.2382000000000004,-14.640432432432394,-9.42169784851164,135.0,0.2551810172375146,False,False,False,True,False,True,False,False,False,False,False,0.0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,255,0.2244897959183673,False,False,False,False,False
